2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:09		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:10		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:11		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:12		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:13		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:14		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:15		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:16		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:17		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:18		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:19		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:20		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:21		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:22		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
2020-02-12/19:06:23		 hypothyroid_0211198_0102062111999.csv: File loaded successfully!!
